tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,"preciptype_freezingrain,snow,ice",preciptype_rain,"preciptype_rain,freezingrain","preciptype_rain,freezingrain,ice","preciptype_rain,freezingrain,snow","preciptype_rain,freezingrain,snow,ice","preciptype_rain,snow","preciptype_rain,snow,ice",preciptype_snow,preciptype_unknown
10.6,12.4,15.7,10.6,12.4,7.2,71.0,0.0,0,0.0,0.0,0.0,33.2,21.6,95.3,1026.3,59.9,16.0,150.9,13.0,7,10.0,2024-05-04T05:50:17,2024-05-04T19:55:59,0.88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.1,20.8,27.1,16.1,20.8,14.0,67.4,0.0,0,0.0,0.0,0.0,29.5,12.8,358.2,1021.7,1.1,16.0,206.2,17.8,8,10.0,2023-10-01T06:52:19,2023-10-01T18:38:34,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8,3.0,1.2,-3.1,-0.7,-0.3,79.4,7.368,100,37.5,0.5,0.0,33.5,22.2,55.9,1023.0,99.8,12.7,11.8,1.0,1,10.0,2022-12-11T07:10:04,2022-12-11T16:28:36,0.62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.2,5.6,8.3,-1.1,4.3,-9.5,33.3,0.0,0,0.0,0.0,0.0,25.9,15.0,269.5,1005.9,64.4,16.0,49.8,4.3,2,10.0,2023-01-17T07:17:14,2023-01-17T16:55:22,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.8,1.3,5.2,-5.8,-1.8,-2.9,75.4,1.173,100,41.67,2.2,1.0,33.5,16.4,40.5,1019.9,100.0,9.8,30.3,2.5,1,10.0,2022-02-13T06:52:29,2022-02-13T17:28:34,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.9,6.4,5.3,0.2,2.3,5.0,90.7,6.051,100,41.67,0.0,0.0,48.4,35.1,35.2,1013.1,100.0,9.8,29.0,2.4,1,10.0,2022-03-24T06:52:40,2022-03-24T19:12:31,0.73,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.7,25.6,29.1,21.7,25.5,15.0,53.2,0.929,100,8.33,0.0,0.0,90.7,14.7,303.9,1009.1,6.8,15.9,280.7,24.3,10,10.0,2023-07-22T05:43:24,2023-07-22T20:21:12,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.6,24.8,28.6,20.6,24.7,14.1,52.7,0.0,0,0.0,0.0,0.0,72.0,14.4,262.9,1018.9,9.1,15.6,324.6,28.2,10,10.0,2024-07-19T05:41:30,2024-07-19T20:22:57,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-7.5,-4.3,-5.1,-14.9,-9.6,-14.2,46.4,0.0,0,0.0,0.0,0.0,44.6,29.5,271.4,1022.3,26.0,16.0,96.0,8.3,5,10.0,2022-12-26T07:18:50,2022-12-26T16:34:39,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.8,12.0,18.9,4.9,11.2,0.7,47.2,0.0,0,0.0,0.0,0.0,83.2,16.4,250.1,1023.4,17.2,15.9,217.4,18.7,8,10.0,2022-03-15T07:07:33,2022-03-15T19:02:55,0.42,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,10.2,13.9,4.5,9.6,4.4,69.9,0.662,100,16.67,0.0,0.0,45.7,28.7,271.0,1003.4,71.4,15.2,160.3,13.9,9,10.0,2022-03-25T06:51:00,2022-03-25T19:13:34,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4,3.7,5.5,-0.6,1.7,-2.9,63.3,9.161,100,29.17,0.0,0.0,22.3,16.3,241.7,1018.7,91.4,13.7,47.0,4.2,3,10.0,2023-01-22T07:14:24,2023-01-22T17:01:15,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.7,16.2,22.2,11.7,16.2,5.9,52.5,0.0,0,0.0,0.0,0.0,86.8,16.1,230.7,1020.6,0.6,16.0,302.5,26.1,9,10.0,2023-05-10T05:44:17,2023-05-10T20:01:18,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.3,5.1,6.8,-0.3,2.6,-2.2,60.3,1.522,100,16.67,0.0,0.2,57.2,32.7,58.4,1015.4,38.8,15.9,112.6,9.7,6,10.0,2023-03-03T06:27:11,2023-03-03T17:49:25,0.37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.2,-0.6,-6.0,-3.7,-5.1,62.9,0.0,0,0.0,0.0,0.0,66.6,29.5,359.8,1009.5,99.8,14.8,44.1,3.8,2,10.0,2023-01-14T07:18:31,2023-01-14T16:51:59,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-3.2,4.6,5.5,-9.6,2.2,-6.8,46.5,0.501,100,12.5,0.0,0.0,52.6,22.5,286.2,1018.1,30.6,16.0,212.8,18.6,8,10.0,2022-03-03T06:26:48,2022-03-03T17:49:41,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.2,25.3,31.9,21.2,25.8,18.0,64.8,0.0,0,0.0,0.0,0.0,68.4,20.2,208.4,1023.9,0.6,15.8,310.3,26.9,9,10.0,2024-06-18T05:24:40,2024-06-18T20:30:10,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.3,1.2,2.4,-5.2,-1.5,-11.8,39.1,0.0,0,0.0,0.0,0.0,70.6,14.9,307.5,1024.1,14.7,16.0,209.5,18.1,8,10.0,2022-02-28T06:31:24,2022-02-28T17:46:17,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13.5,16.7,20.9,13.5,16.7,8.3,59.5,0.0,0,0.0,0.0,0.0,36.0,15.5,1.3,1024.4,7.7,16.0,147.9,12.7,6,10.0,2022-11-02T07:27:34,2022-11-02T17:51:05,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.1,26.4,31.7,22.1,26.6,16.3,54.6,0.0,0,0.0,0.0,0.0,68.4,14.1,249.2,1017.4,14.1,15.9,238.3,20.6,9,30.0,2024-08-15T06:06:53,2024-08-15T19:53:18,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,22.3,26.0,20.0,22.3,12.4,54.5,0.0,0,0.0,0.0,0.0,90.0,22.5,269.0,1003.4,45.8,16.0,187.6,16.1,8,10.0,2024-06-09T05:24:42,2024-06-09T20:26:30,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,28.5,36.4,24.0,29.5,19.1,57.9,0.0,0,0.0,0.0,0.0,69.4,18.4,244.4,1020.9,6.1,15.9,312.2,27.2,9,10.0,2024-06-21T05:25:14,2024-06-21T20:30:51,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.3,27.3,34.5,24.3,28.6,21.1,69.6,0.073,100,8.33,0.0,0.0,57.2,25.2,253.4,1009.1,33.2,15.6,261.2,22.7,8,30.0,2023-07-29T05:49:43,2023-07-29T20:14:51,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.5,27.2,34.5,23.5,28.3,21.7,73.9,0.0,0,0.0,0.0,0.0,33.5,16.7,220.3,1012.8,25.0,15.5,261.2,22.7,9,30.0,2023-07-17T05:39:13,2023-07-17T20:24:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.7,22.8,24.4,21.7,22.8,17.9,73.8,0.23,100,4.17,0.0,0.0,77.8,19.9,224.4,1014.9,97.4,15.9,86.9,7.5,4,30.0,2023-08-04T05:55:24,2023-08-04T20:08:22,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7,4.1,7.0,-2.3,2.3,-5.2,51.7,0.0,0,0.0,0.0,0.0,31.7,16.4,190.9,1031.8,18.5,16.0,141.6,12.3,5,10.0,2022-03-05T06:23:40,2022-03-05T17:51:56,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.9,8.0,14.2,2.4,5.5,-6.3,35.9,0.0,0,0.0,0.0,0.0,53.7,34.1,288.9,1017.9,20.9,16.0,103.8,8.9,5,10.0,2021-12-12T07:11:02,2021-12-12T16:28:47,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.0,11.1,12.2,8.5,11.0,4.3,64.9,0.365,100,12.5,0.0,0.0,35.3,20.0,281.2,1012.2,33.8,15.4,96.4,8.4,4,10.0,2023-01-01T07:20:12,2023-01-01T16:39:10,0.32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.2,12.5,15.6,6.5,12.0,1.0,46.9,0.0,0,0.0,0.0,0.0,56.9,23.6,94.3,1025.8,0.4,16.0,312.7,27.1,10,10.0,2023-05-18T05:36:29,2023-05-18T20:09:05,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8,4.4,6.5,-0.1,3.2,-3.0,59.3,0.0,0,0.0,0.0,0.0,20.9,11.6,46.6,1015.1,39.4,15.7,82.5,7.1,4,10.0,2022-01-13T07:18:47,2022-01-13T16:51:08,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-6.6,-0.2,2.1,-12.1,-3.8,-10.5,46.2,0.0,0,0.0,0.0,0.0,38.9,22.3,225.0,1022.8,16.5,16.0,94.1,8.3,5,10.0,2022-01-12T07:19:06,2022-01-12T16:50:03,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17.0,18.9,22.4,17.0,18.9,16.5,86.0,0.08,100,4.17,0.0,0.0,29.5,14.8,237.7,1010.2,89.3,9.1,66.5,5.8,4,10.0,2022-10-26T07:19:27,2022-10-26T17:59:56,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.3,19.3,25.0,14.3,19.3,7.9,50.8,0.0,0,0.0,0.0,0.0,60.8,31.3,268.2,1008.0,20.1,15.5,294.8,25.6,9,10.0,2022-05-17T05:37:08,2022-05-17T20:08:22,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17.3,22.6,27.1,17.3,22.3,2.3,27.0,0.0,0,0.0,0.0,0.0,53.6,18.7,274.4,1010.7,2.8,16.0,256.6,22.3,9,10.0,2023-04-12T06:22:13,2023-04-12T19:32:12,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.1,9.9,13.4,3.6,8.3,-1.0,47.9,0.0,0,0.0,0.0,0.0,77.8,23.8,75.0,1026.0,39.6,16.0,319.7,27.6,10,10.0,2024-04-25T06:01:54,2024-04-25T19:46:38,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.8,26.0,32.6,22.8,26.6,19.5,68.7,0.91,100,16.67,0.0,0.0,80.5,18.5,238.3,1008.3,48.0,15.7,255.2,22.2,10,30.0,2023-07-21T05:42:33,2023-07-21T20:21:59,0.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7,7.8,7.2,4.8,6.0,6.3,89.8,0.298,100,25.0,0.0,0.0,35.3,25.3,46.2,1018.2,97.6,12.5,28.5,2.5,2,10.0,2023-12-27T07:19:05,2023-12-27T16:35:10,0.52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4,7.3,12.2,2.2,6.2,-0.8,59.1,0.23,100,4.17,0.0,0.0,68.4,14.7,180.2,1017.7,21.8,16.0,218.1,18.7,8,10.0,2022-03-11T06:14:04,2022-03-11T17:58:34,0.29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1,3.9,6.9,-3.9,1.6,-2.8,63.1,0.318,100,16.67,0.3,0.1,79.6,20.2,8.3,1022.0,99.4,15.9,36.2,3.1,2,10.0,2023-01-31T07:07:13,2023-01-31T17:12:15,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18.0,20.6,24.2,18.0,20.6,16.9,80.8,3.554,100,29.17,0.0,0.0,73.8,13.3,260.9,1007.8,72.4,15.5,183.0,15.7,9,30.0,2022-05-28T05:29:08,2022-05-28T20:18:03,0.94,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.7,2.6,4.0,-4.1,-0.4,-8.3,45.6,0.23,100,4.17,0.0,0.0,71.3,18.4,262.4,1025.6,23.5,15.9,177.8,15.3,7,10.0,2023-02-18T06:46:14,2023-02-18T17:34:19,0.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9,3.9,3.2,-1.2,1.1,-4.1,56.0,0.0,0,0.0,0.0,0.0,35.3,25.3,320.9,1019.4,97.8,16.0,39.7,3.6,2,10.0,2023-01-21T07:15:02,2023-01-21T17:00:03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,9.9,12.9,5.5,8.7,5.1,72.7,0.0,0,0.0,0.0,0.0,79.6,20.2,88.5,1020.6,93.1,15.7,196.5,17.1,8,10.0,2024-04-19T06:10:27,2024-04-19T19:40:21,0.36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.2,15.2,23.1,11.2,15.2,11.0,77.3,0.07,100,12.5,0.0,0.0,38.9,18.2,145.3,1013.6,64.3,14.5,255.6,22.0,10,10.0,2024-05-01T05:53:59,2024-05-01T19:52:54,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.8,17.8,23.0,13.8,17.8,10.5,65.0,0.0,0,0.0,0.0,0.0,77.8,12.5,251.9,1012.2,9.4,16.0,153.5,13.1,7,10.0,2023-10-12T07:03:44,2023-10-12T18:20:46,0.93,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.9,20.5,26.1,17.9,20.5,17.5,83.9,1.519,100,4.17,0.0,0.0,38.9,16.4,180.1,1013.9,80.9,14.2,210.5,18.2,10,10.0,2022-05-27T05:29:42,2022-05-27T20:17:14,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.3,10.5,12.7,8.5,10.4,8.6,88.1,6.941,100,41.67,0.0,0.0,18.4,9.8,31.9,1015.6,91.5,7.3,14.1,1.1,1,10.0,2022-12-31T07:20:03,2022-12-31T16:38:20,0.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,18.7,22.1,15.0,18.7,10.8,63.7,0.29,100,25.0,0.0,0.0,75.1,21.7,356.6,1014.5,89.2,15.9,183.3,15.8,10,10.0,2024-05-30T05:27:51,2024-05-30T20:20:02,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9,5.1,5.4,0.4,3.5,2.0,80.8,0.414,100,33.33,0.0,0.0,40.7,16.5,358.4,1012.5,87.0,13.9,20.0,1.6,1,10.0,2024-02-02T07:05:32,2024-02-02T17:14:26,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.8,26.1,30.7,22.8,26.3,18.6,66.4,0.093,100,8.33,0.0,0.0,73.6,15.8,306.9,1012.3,35.9,15.9,260.6,22.6,10,10.0,2024-07-18T05:40:40,2024-07-18T20:23:40,0.41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.3,14.1,19.8,7.7,13.9,7.6,66.0,0.0,0,0.0,0.0,0.0,55.4,14.7,291.0,1003.8,36.7,16.0,116.7,10.0,8,10.0,2023-10-16T07:08:02,2023-10-16T18:14:36,0.07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5,1.2,-0.7,-6.4,-3.2,-7.2,53.8,0.0,0,0.0,0.0,0.0,46.4,24.1,280.3,1022.5,27.2,16.0,90.7,7.9,5,10.0,2022-12-19T07:15:38,2022-12-19T16:30:50,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.9,27.3,33.9,24.9,28.1,20.8,68.8,0.0,0,0.0,0.0,0.0,37.1,18.0,258.9,1016.6,14.1,16.0,246.6,21.3,9,30.0,2024-07-14T05:37:27,2024-07-14T20:26:15,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-2.2,1.0,2.8,-6.7,-0.9,-8.5,50.2,0.0,0,0.0,0.0,0.0,70.2,20.2,340.9,1032.1,3.2,16.0,89.3,7.6,5,10.0,2023-12-22T07:17:06,2023-12-22T16:32:09,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.5,23.8,27.4,20.5,23.7,12.5,49.9,0.0,0,0.0,0.0,0.0,27.7,18.4,122.4,1015.6,28.1,16.0,271.8,23.5,8,10.0,2022-08-15T06:06:21,2022-08-15T19:54:00,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13.8,15.9,19.8,13.8,15.9,8.5,63.1,0.0,0,0.0,0.0,0.0,73.9,19.7,96.9,1026.7,28.1,16.0,277.2,24.0,9,10.0,2023-05-23T05:32:30,2023-05-23T20:13:39,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15.0,16.9,19.4,15.0,16.9,13.7,82.1,4.043,100,20.83,0.0,0.0,25.2,13.3,277.1,1016.2,77.6,11.7,70.6,6.0,4,10.0,2022-11-01T07:26:23,2022-11-01T17:52:17,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.4,14.5,16.7,12.4,14.5,6.3,59.8,0.0,0,0.0,0.0,0.0,42.5,21.0,229.8,1017.7,60.6,16.0,69.2,5.9,4,10.0,2021-12-16T07:13:55,2021-12-16T16:29:48,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.4,12.6,16.8,8.4,12.6,1.4,48.8,0.0,0,0.0,0.0,0.0,23.8,11.2,211.9,1019.5,3.6,16.0,120.4,10.4,5,10.0,2022-10-21T07:13:48,2022-10-21T18:06:52,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.9,9.5,12.2,6.8,8.9,6.3,81.8,0.04,100,12.5,0.0,0.0,44.6,21.3,260.4,1005.0,84.5,12.7,87.7,7.4,5,10.0,2023-12-29T07:19:38,2023-12-29T16:36:36,0.59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.4,23.4,28.1,19.4,23.4,15.6,63.5,0.0,0,0.0,0.0,0.0,57.2,20.2,214.0,1014.4,2.8,15.8,323.3,27.9,10,10.0,2022-07-11T05:34:49,2022-07-11T20:28:04,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17.1,21.0,26.1,17.1,21.0,13.0,61.2,0.0,0,0.0,0.0,0.0,23.8,14.3,244.3,1017.3,6.7,16.0,242.4,20.9,7,10.0,2022-05-29T05:28:35,2022-05-29T20:18:50,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.4,26.7,31.0,23.4,26.9,18.5,63.1,0.014,100,4.17,0.0,0.0,55.4,21.6,262.4,1012.9,38.5,15.7,278.1,24.1,9,10.0,2024-08-10T06:01:59,2024-08-10T20:00:03,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3,0.9,1.4,-5.2,-2.5,-9.5,45.7,0.0,0,0.0,0.2,0.0,50.0,24.1,308.8,1020.0,50.7,16.0,89.8,7.8,5,10.0,2021-12-23T07:17:46,2021-12-23T16:32:57,0.65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.4,6.9,10.7,0.1,4.9,-5.8,40.9,0.0,0,0.0,0.0,0.0,37.1,18.1,248.7,1025.6,5.7,16.0,115.4,9.9,5,10.0,2022-11-22T06:51:03,2022-11-22T16:33:02,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14.3,16.1,18.8,14.3,16.1,12.3,78.6,0.451,100,16.67,0.0,0.0,42.0,25.5,38.2,1024.9,94.9,15.8,69.4,5.9,3,10.0,2023-09-28T06:49:17,2023-09-28T18:43:34,0.47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.7,13.3,17.8,10.7,13.3,7.6,69.0,0.0,0,0.0,0.0,0.0,42.5,23.7,53.2,1017.0,45.2,15.7,181.8,15.7,7,10.0,2024-04-10T06:24:10,2024-04-10T19:30:55,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.7,20.7,23.2,18.7,20.7,16.3,76.1,0.08,100,4.17,0.0,0.0,40.0,14.8,173.1,1022.4,74.3,16.0,56.6,5.1,3,10.0,2022-11-06T06:32:17,2022-11-06T16:46:33,0.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.8,3.5,9.3,-8.4,0.8,-5.7,52.2,0.0,0,0.0,0.0,0.0,66.6,21.3,237.3,1022.6,2.5,16.0,115.8,10.0,5,10.0,2023-02-05T07:02:11,2023-02-05T17:18:27,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14.3,19.2,24.3,14.3,19.2,8.2,50.3,0.23,100,4.17,0.0,0.0,63.0,20.1,355.8,1011.9,37.6,15.8,238.7,20.6,8,10.0,2023-06-05T05:25:46,2023-06-05T20:23:41,0.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,11.5,16.1,7.8,11.2,1.3,51.3,0.0,0,0.0,0.0,0.0,107.4,16.5,125.4,1013.2,1.1,16.0,166.6,14.3,6,10.0,2024-03-13T07:10:00,2024-03-13T19:01:20,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17.2,18.4,19.4,17.2,18.4,15.4,82.8,1.268,100,16.67,0.0,0.0,37.1,24.1,128.8,1017.0,100.0,13.4,53.3,4.6,2,10.0,2022-06-22T05:25:20,2022-06-22T20:30:54,0.78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.5,22.9,26.6,20.5,22.9,12.3,51.9,0.0,0,0.0,0.0,0.0,51.8,17.9,71.2,1020.0,14.5,16.0,0.0,0.0,0,10.0,2023-08-23T06:14:00,2023-08-23T19:42:46,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-5.1,-0.4,0.9,-10.5,-4.1,-12.0,42.2,0.0,0,0.0,0.0,0.0,73.8,16.5,256.7,1032.9,0.5,15.9,215.9,18.7,8,10.0,2022-03-04T06:25:14,2022-03-04T17:50:49,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19.4,21.3,23.9,19.4,21.3,17.1,77.2,2.75,100,29.17,0.0,0.0,57.2,23.7,120.3,1007.4,57.9,14.1,158.9,13.7,6,10.0,2023-06-12T05:24:26,2023-06-12T20:27:37,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2.3,3.8,-3.2,-0.3,0.2,86.6,0.384,100,37.5,0.4,0.1,25.2,16.6,50.8,1025.1,100.0,11.1,29.0,2.4,1,10.0,2022-02-07T06:59:42,2022-02-07T17:21:13,0.21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21.7,24.2,29.6,21.7,24.3,20.7,81.7,1.419,100,33.33,0.0,0.0,38.9,23.7,41.6,1008.6,90.2,15.2,0.0,0.0,0,10.0,2023-08-15T06:06:08,2023-08-15T19:54:21,0.97,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.5,22.0,24.2,19.5,22.0,17.5,76.7,4.297,100,41.67,0.0,0.0,22.0,11.2,149.4,1019.9,79.8,13.2,58.7,5.1,2,10.0,2022-09-11T06:32:46,2022-09-11T19:11:50,0.54,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,4.6,8.8,-1.9,1.9,-7.1,44.1,0.0,0,0.0,0.0,0.0,59.0,22.0,41.8,1023.3,0.4,16.0,254.0,21.9,8,10.0,2024-03-24T06:51:50,2024-03-24T19:13:05,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.4,7.8,13.2,0.5,6.6,-1.2,56.4,0.474,100,12.5,0.0,0.0,66.6,16.4,268.9,1022.6,13.7,15.8,148.3,12.8,6,10.0,2023-02-08T06:58:51,2023-02-08T17:22:09,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.1,13.3,17.1,11.1,13.3,8.8,75.0,0.0,0,0.0,0.0,0.0,31.7,21.9,71.9,1020.9,55.9,15.9,240.9,20.7,9,10.0,2022-05-03T05:52:06,2022-05-03T19:54:24,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.8,-4.1,-3.4,-12.3,-8.1,-13.5,48.5,0.0,0,0.0,0.0,0.9,58.9,17.0,291.6,1022.1,14.8,15.9,172.5,15.0,7,10.0,2022-02-14T06:51:13,2022-02-14T17:29:47,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.7,7.2,7.7,3.0,5.5,3.1,75.9,0.625,100,33.33,0.0,0.0,72.2,14.7,238.7,1020.7,47.4,14.7,32.5,2.7,2,10.0,2023-12-01T07:00:36,2023-12-01T16:29:18,0.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,10.4,16.2,4.9,9.4,3.4,65.7,0.0,0,0.0,0.0,0.0,35.3,22.4,271.3,1007.3,41.5,15.8,95.4,8.4,6,10.0,2023-02-20T06:43:28,2023-02-20T17:36:42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.8,21.1,25.6,17.8,21.1,14.1,65.0,1.009,100,20.83,0.0,0.0,63.3,25.9,199.3,1017.1,30.6,16.0,231.3,20.0,9,10.0,2022-06-07T05:25:10,2022-06-07T20:25:04,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.5,26.0,31.6,23.5,26.6,20.6,72.5,0.0,0,0.0,0.0,0.0,42.5,29.5,167.0,1019.1,56.4,16.0,238.1,20.7,9,30.0,2022-08-29T06:20:06,2022-08-29T19:33:06,0.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.6,28.2,33.9,26.6,31.3,22.8,72.9,2.952,100,25.0,0.0,0.0,76.0,18.2,251.5,1011.8,23.2,15.8,114.3,9.7,4,75.0,2022-07-25T05:46:16,2022-07-25T20:18:25,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6,9.1,12.1,3.6,8.5,-6.1,36.8,0.028,100,4.17,0.0,0.0,76.2,16.5,293.8,1011.5,27.2,16.0,275.2,24.0,9,10.0,2023-04-02T06:38:14,2023-04-02T19:21:44,0.39,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
